Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
ANKMY2	214.000000	0	0	286	0	578	429	205	0
RASGRF2	213.857143	0	0	0	0	741	459	297	0
PLAAT4	213.857143	0	0	0	0	532	378	587	0
TJAP1	213.571429	0	0	0	0	635	421	439	0
SLC36A1	213.571429	0	0	0	0	557	464	474	0
VEPH1	213.428571	0	0	0	0	734	436	324	0
H3-2	213.428571	0	0	0	0	644	323	527	0
SEC14L1	213.285714	0	0	0	0	652	399	442	0
MRPL17	213.285714	0	0	0	0	623	448	422	0
HOXD13	213.285714	0	0	0	0	571	504	418	0
HOXD12	213.285714	0	0	0	0	571	504	418	0
HOXD11	213.285714	0	0	0	0	571	504	418	0
BCAT1	213.285714	0	0	166	0	602	468	257	0
GRK5	213.142857	0	0	0	0	591	449	452	0
CAAP1	213.142857	0	0	0	0	570	415	507	0
NAV1	213.000000	0	0	0	0	576	471	444	0
NEK6	212.857143	0	520	0	0	526	266	178	0
TMEM86A	212.714286	0	0	0	0	517	525	447	0
MTF2	212.571429	0	198	173	0	490	339	288	0
IL6	212.571429	0	0	0	0	611	514	363	0
TMUB2	212.428571	0	0	0	0	621	436	430	0
HLA-A	212.428571	0	0	0	0	728	297	462	0
ATXN7L3	212.428571	0	0	0	0	621	436	430	0
DOP1B	212.285714	0	0	0	0	618	489	379	0
STOM	212.142857	0	0	0	0	596	481	408	0
LDLRAD4	212.142857	0	0	0	0	655	449	381	0
APOC1	212.000000	0	0	0	0	595	416	473	0
FEZ2	211.285714	0	0	0	0	557	445	477	0
CDK2AP1	211.142857	0	0	0	0	566	509	403	0
ZNF594	211.000000	0	0	0	0	665	391	421	0
ZBTB8OS	211.000000	0	0	0	0	495	478	504	0
RBBP4	211.000000	0	0	0	0	495	478	504	0
PARN	211.000000	0	0	0	0	567	480	430	0
BFAR	211.000000	0	0	0	0	567	480	430	0
TMEM244	210.857143	0	0	0	0	582	443	451	0
BHLHE40	210.857143	0	0	0	0	675	351	450	0
PAMR1	210.714286	0	0	0	0	640	418	417	0
ANKRD40CL	210.714286	0	0	0	0	552	498	425	0
SPATA6	210.571429	0	0	122	0	528	462	362	0
MAML3	210.571429	0	0	0	0	779	460	235	0
CCM2	210.571429	0	0	0	0	606	378	490	0
TNRC6B	210.285714	0	0	0	0	563	464	445	0
DUSP6	210.285714	0	0	0	0	612	510	350	0
APELA	210.285714	0	0	0	0	682	494	296	0
GOLGA6D	210.000000	0	0	0	0	590	418	462	0
SLC35A5	209.857143	0	0	0	0	534	433	502	0
ATG3	209.857143	0	0	0	0	534	433	502	0
CATIP	209.714286	0	0	0	0	664	382	422	0
SERPINA10	209.571429	0	0	0	0	637	392	438	0
UBQLN4	209.285714	0	0	0	0	594	521	350	0
TSPAN14	209.285714	0	0	0	0	624	438	403	0
LAMTOR2	209.285714	0	0	0	0	594	521	350	0
FUBP1	209.285714	0	0	0	0	587	460	418	0
DNAJB4	209.285714	0	0	0	0	587	460	418	0
NUDT4	209.000000	0	0	0	0	571	408	484	0
MACROH2A1	209.000000	0	0	294	0	469	349	351	0
ARPC1A	209.000000	0	0	0	0	713	428	322	0
JPH1	208.285714	0	0	0	0	670	470	318	0
IRF6	207.857143	0	0	0	0	543	446	466	0
LEMD2	207.714286	0	456	249	362	238	149	0	0
VPS11	207.571429	0	0	0	0	569	352	532	0
HYOU1	207.571429	0	0	0	0	569	352	532	0
API5	207.571429	0	0	0	0	637	386	430	0
XRN1	207.285714	0	0	0	0	668	409	374	0
TBCD	207.285714	0	0	0	0	623	428	400	0
FN3K	207.285714	0	0	0	0	623	428	400	0
CMTM2	207.285714	0	0	0	0	688	436	327	0
ZRSR2	207.142857	0	0	0	0	544	439	467	0
SLC2A9	207.142857	0	0	0	0	579	422	449	0
TACO1	207.000000	0	0	0	0	601	454	394	0
TRMT9B	206.857143	0	0	0	0	547	407	494	0
SLC2A8	206.714286	0	0	0	0	670	422	355	0
MCCC1	206.714286	0	0	0	0	661	446	340	0
TAF13	206.571429	0	0	0	0	437	411	598	0
MRGPRD	206.142857	0	0	0	0	730	371	342	0
ERVH48-1	206.142857	0	0	0	0	657	442	344	0
ATP9B	206.142857	0	0	0	0	467	410	566	0
ASIC1	206.142857	0	0	0	0	563	386	494	0
TOR1A	206.000000	0	596	342	362	142	0	0	0
GOLGA7B	205.428571	0	0	241	0	348	326	523	0
ABCC10	205.428571	0	0	0	0	557	379	502	0
NR4A3	205.285714	0	0	0	0	727	360	350	0
SLC1A3	205.142857	0	0	0	0	643	448	345	0
ZNF56	204.857143	0	0	0	0	672	439	323	0
ZNF106	204.857143	0	0	0	0	635	344	455	0
SNAP23	204.857143	0	0	0	0	635	344	455	0
SEPTIN5	204.714286	0	0	0	0	702	465	266	0
CRTAP	204.714286	0	0	0	0	767	330	336	0
SPNS2	204.571429	0	0	0	0	573	490	369	0
CFAP126	204.285714	0	0	0	0	726	441	263	0
MBD1	204.142857	0	575	296	558	0	0	0	0
CYTH2	204.142857	0	0	0	0	630	486	313	0
CXXC1	204.142857	0	575	296	558	0	0	0	0
ATMIN	203.857143	0	0	0	0	568	466	393	0
TMEM239	203.428571	0	0	0	0	574	453	397	0
SSU72	203.428571	0	0	0	0	648	373	403	0
H3C15	203.142857	0	0	0	0	552	455	415	0
H3C14	203.142857	0	0	0	0	552	455	415	0
H2AC19	203.142857	0	0	0	0	552	455	415	0
H2AC18	203.142857	0	0	0	0	552	455	415	0
MAD1L1	202.857143	0	0	0	0	586	478	356	0
DUPD1	202.857143	0	0	125	0	690	286	319	0
FXYD6-FXYD2	202.571429	0	0	0	0	525	401	492	0
FXYD6	202.571429	0	0	0	0	525	401	492	0
CPXM2	202.571429	0	0	0	0	647	410	361	0
CMC2	202.571429	0	0	0	0	690	497	231	0
CENPN	202.571429	0	0	0	0	690	497	231	0
SLC17A5	202.428571	0	113	0	0	556	374	374	0
ZNF148	202.285714	0	0	0	0	625	436	355	0
DDX3X	202.285714	0	0	0	0	557	443	416	0
THEM5	201.857143	0	0	0	0	645	437	331	0
PLSCR4	201.857143	0	0	0	0	554	424	435	0
ZNF57	201.714286	0	0	0	0	593	500	319	0
L3HYPDH	201.714286	0	0	0	0	567	484	361	0
JKAMP	201.714286	0	0	0	0	567	484	361	0
TBC1D14	201.571429	0	0	0	0	601	437	373	0
DIAPH1	201.571429	0	0	0	0	615	378	418	0
INTS9	201.428571	0	0	0	0	564	344	502	0
HMBOX1	201.428571	0	0	0	0	564	344	502	0
CPEB1	201.428571	0	0	0	0	568	461	381	0
SYCE1	201.285714	0	0	0	0	647	435	327	0
CDCA7	201.285714	0	0	0	0	521	458	430	0
SPDYE17	201.000000	0	0	0	0	483	422	502	0
SPDYE11	201.000000	0	0	0	0	483	422	502	0
DCAF8L2	201.000000	0	0	0	0	554	487	366	0
BCAR3	201.000000	0	125	0	0	503	392	387	0
ARAP3	200.857143	0	0	0	0	596	465	345	0
TMEM139	200.285714	0	0	0	0	582	414	406	0
CASP2	200.285714	0	0	0	0	582	414	406	0
ANXA2	200.285714	0	0	0	0	640	377	385	0
MPV17L	199.857143	0	0	0	0	688	293	418	0
FAM186A	199.857143	0	0	0	0	583	413	403	0
BRD7	199.857143	0	0	0	0	530	467	402	0
XPO6	199.285714	0	570	419	406	0	0	0	0
SPATA13	199.285714	0	0	0	0	570	474	351	0
RORC	199.285714	0	0	0	0	640	468	287	0
MOGAT1	199.285714	0	0	0	0	619	478	298	0
LTBP2	199.285714	0	0	94	0	547	391	363	0
FSCN1	199.142857	0	0	0	0	631	328	435	0
C2orf80	199.142857	0	0	0	0	488	414	492	0
ATL3	199.000000	0	0	0	0	627	383	383	0
F2RL1	198.857143	0	0	0	0	566	402	424	0
LIN28A	198.571429	0	0	157	0	514	341	378	0
MLEC	198.285714	0	0	0	0	466	454	468	0
CALD1	198.142857	0	0	242	0	635	300	210	0
CYP1A1	198.000000	0	0	0	0	526	380	480	0
TRIM64C	197.857143	0	0	0	0	648	413	324	0
ST3GAL6	197.571429	0	0	0	0	663	369	351	0
CTHRC1	197.000000	0	0	0	0	531	443	405	0
TVP23B	196.285714	0	0	0	0	629	485	260	0
NUBP1	196.285714	0	0	0	0	663	405	306	0
GALNT8	196.285714	0	0	0	0	417	502	455	0
MED26	196.142857	0	0	0	0	586	475	312	0
ZNF22	195.571429	0	0	0	0	478	430	461	0
UFL1	195.571429	0	0	0	0	453	391	525	0
STRIP1	195.428571	0	335	163	420	213	237	0	0
GRAMD2A	195.285714	0	0	0	0	609	428	330	0
STON1-GTF2A1L	195.142857	0	187	0	0	522	338	319	0
PDCL	195.142857	0	0	0	0	484	489	393	0
NRXN1	195.142857	0	0	0	0	637	477	252	0
AUH	195.142857	0	0	0	0	565	369	432	0
UBALD2	195.000000	0	0	0	0	610	420	335	0
OLA1	195.000000	0	0	0	0	552	432	381	0
G2E3	195.000000	0	0	0	0	583	414	368	0
EMB	194.857143	0	0	0	0	506	530	328	0
HGC6.3	194.714286	0	0	235	0	520	342	266	0
NMUR1	194.571429	0	0	0	0	535	414	413	0
SLC7A7	194.428571	0	176	0	0	530	320	335	0
MRPL52	194.428571	0	176	0	0	530	320	335	0
SLC9A4	194.142857	0	0	0	0	586	429	344	0
MGAT4A	194.142857	0	0	0	0	456	372	531	0
GCSAM	194.142857	0	0	0	0	586	423	350	0
CLEC9A	194.000000	0	0	0	0	508	462	388	0
LRPAP1	193.857143	0	0	0	0	521	365	471	0
NPHS2	193.714286	0	0	0	0	593	402	361	0
RNASEH1	193.285714	0	0	0	0	495	425	433	0
MICAL2	193.142857	0	0	158	0	590	359	245	0
COL26A1	192.714286	0	0	0	0	534	415	400	0
CELF4	192.714286	0	0	0	0	635	377	337	0
EPHB4	192.571429	0	0	127	0	462	392	367	0
CCL19	192.571429	0	0	0	0	655	430	263	0
LMO7	192.285714	0	0	0	0	632	373	341	0
H2BC5	192.285714	0	0	0	0	628	298	420	0
H1-4	192.285714	0	0	0	0	628	298	420	0
EOMES	192.285714	0	0	0	0	703	329	314	0
WDR66	192.142857	0	0	0	0	615	417	313	0
CST1	191.857143	0	0	0	0	508	399	436	0
CRACDL	191.857143	0	0	0	0	595	410	338	0
ZNF318	191.714286	0	0	0	0	592	326	424	0
PTBP1	191.714286	0	505	364	473	0	0	0	0
KCNV2	191.714286	0	0	0	0	584	340	418	0
GRB10	191.714286	0	0	0	0	566	485	291	0
NSD1	191.428571	0	0	0	0	503	430	407	0
NBPF11	191.428571	0	0	0	0	578	433	329	0
ELOVL4	191.428571	0	0	0	0	603	430	307	0
PUM2	191.285714	0	0	0	0	561	440	338	0
SLC9A1	191.000000	0	0	0	0	517	472	348	0
OR8S1	191.000000	0	0	0	0	464	429	444	0
WDFY2	190.857143	0	0	0	0	617	405	314	0
RIN1	190.571429	0	0	0	0	640	423	271	0
TRIM52	190.142857	0	0	0	0	530	372	429	0
RUSC2	190.142857	0	0	0	0	611	388	332	0
SDCBP2	190.000000	0	0	0	0	556	389	385	0
ZNF90	189.857143	0	0	0	0	543	358	428	0
HSPG2	189.857143	0	0	0	0	589	417	323	0
NAF1	189.571429	0	0	0	0	514	349	464	0
MBOAT2	189.428571	0	0	0	0	435	304	587	0
PRAMEF33	189.285714	0	0	0	0	535	388	402	0
NDUFB5	189.285714	0	169	242	174	323	283	134	0
MRPL47	189.285714	0	169	242	174	323	283	134	0
DDX6	189.285714	0	0	0	0	434	465	426	0
CR1L	189.142857	0	0	0	0	482	438	404	0
SLA2	189.000000	0	0	0	0	533	370	420	0
TNFAIP8L1	188.857143	0	0	0	0	709	398	215	0
OR7G2	188.857143	0	0	0	0	647	395	280	0
OR7G1	188.857143	0	0	0	0	647	395	280	0
WDR31	188.714286	0	0	0	0	599	428	294	0
BSPRY	188.714286	0	0	0	0	599	428	294	0
TMEM248	188.571429	0	0	0	0	487	397	436	0
MAP1LC3B	188.571429	0	434	155	295	208	139	89	0
FBXO31	188.571429	0	434	155	295	208	139	89	0
CACNG8	188.571429	0	0	0	0	602	428	290	0
HYAL1	188.285714	0	0	0	0	484	401	433	0
SFPQ	188.142857	0	0	0	0	569	421	327	0
PPP1R15A	188.142857	0	0	0	0	579	412	326	0
HECTD4	188.142857	0	0	0	0	489	436	392	0
ST18	188.000000	0	0	0	0	585	338	393	0
TPM1	187.571429	0	0	0	0	530	393	390	0
MDM1	187.571429	0	0	0	0	565	412	336	0
FBXO10	187.571429	0	0	0	0	565	388	360	0
VWA8	187.285714	0	0	0	0	506	448	357	0
PANK2	187.285714	0	0	0	0	494	424	393	0
SDHC	187.000000	0	0	0	0	594	356	359	0
MPZ	187.000000	0	0	0	0	594	356	359	0
MFHAS1	187.000000	0	0	0	0	584	421	304	0
BUB1B	187.000000	0	0	0	0	567	498	244	0
SH2D4A	186.857143	0	0	0	0	533	489	286	0
RMND1	186.857143	0	0	0	0	501	398	409	0
RHBDD2	186.857143	0	0	0	0	585	497	226	0
ARMT1	186.857143	0	0	0	0	501	398	409	0
HEATR5B	186.571429	0	0	159	0	512	335	300	0
GPATCH11	186.571429	0	0	159	0	512	335	300	0
MAPK8IP1	186.285714	0	0	0	0	534	429	341	0
PLPP5	186.142857	0	0	0	0	525	411	367	0
DGLUCY	185.857143	0	0	0	0	450	471	380	0
MLN	185.571429	0	0	0	0	525	374	400	0
MAST4	185.571429	0	0	221	0	487	291	300	0
UBR1	185.142857	0	0	0	0	559	466	271	0
ITGB5	185.142857	0	0	0	0	582	425	289	0
IGFL4	185.142857	0	0	0	0	595	396	305	0
POLB	185.000000	0	0	165	0	570	324	236	0
C11orf96	185.000000	0	0	0	0	502	323	470	0
ZDHHC9	184.428571	0	0	0	0	520	303	468	0
SNRPN	184.428571	0	0	0	0	494	445	352	0
RMDN2	184.428571	0	0	0	0	573	384	334	0
RAP1B	184.428571	0	0	0	0	664	400	227	0
P2RY6	184.285714	0	424	0	0	404	297	165	0
ESCO1	184.285714	0	0	0	0	473	393	424	0
B3GNT2	184.285714	0	0	0	0	575	405	310	0
AHCY	184.285714	0	0	0	0	587	296	407	0
TCEAL3	184.142857	0	0	0	0	517	357	415	0
RAB7A	183.857143	0	124	200	131	359	225	248	0
BRF2	183.857143	0	0	0	0	670	388	229	0
MIER2	183.428571	0	0	0	0	454	359	471	0
ZFHX2	183.000000	0	0	0	0	710	296	275	0
THTPA	183.000000	0	0	0	0	710	296	275	0
TAOK2	183.000000	0	0	0	0	533	377	371	0
TECRL	182.857143	0	0	0	0	449	391	440	0
KLKB1	182.857143	0	0	0	0	560	393	327	0
HPDL	182.857143	0	0	0	0	479	438	363	0
ZNF615	182.714286	0	533	397	349	0	0	0	0
PNISR	182.714286	0	0	0	0	468	449	362	0
ZNF729	182.571429	0	0	0	0	533	374	371	0
TEX49	182.571429	0	0	0	0	468	396	414	0
PTMA	182.571429	0	227	0	156	340	317	238	0
LPAR5	182.571429	0	0	0	0	548	449	281	0
ENTPD5	182.571429	0	0	0	0	587	341	350	0
CCNT1	182.571429	0	0	0	0	468	396	414	0
BBOF1	182.571429	0	0	0	0	587	341	350	0
ACRBP	182.571429	0	0	0	0	548	449	281	0
LYPD2	182.428571	0	0	0	0	557	466	254	0
MTERF1	182.285714	0	0	0	0	613	357	306	0
LIFR	182.285714	0	0	167	0	594	308	207	0
INSM1	182.285714	0	0	0	0	566	407	303	0
ZNF157	182.142857	0	121	0	0	485	406	263	0
TMCC3	182.000000	0	0	0	0	572	361	341	0
SLC43A1	182.000000	0	0	0	0	275	452	547	0
SH3D19	182.000000	0	130	0	0	394	339	411	0
NEB	182.000000	0	0	0	0	514	380	380	0
WWC3	181.857143	0	0	0	0	542	401	330	0
EPSTI1	181.857143	0	0	0	0	466	345	462	0
CST4	181.857143	0	0	0	0	587	323	363	0
RTP3	181.714286	0	0	0	0	546	336	390	0
MDS2	181.714286	0	0	0	0	538	403	331	0
KLF7	181.714286	0	0	0	0	573	379	320	0
IVL	181.428571	0	0	0	0	511	430	329	0
JUP	181.285714	0	0	0	0	469	434	366	0
MUC21	181.000000	0	0	0	0	458	436	373	0
FBXW11	180.714286	0	0	0	0	540	414	311	0
AMBRA1	180.714286	0	0	0	0	506	330	429	0
PAX8	180.571429	0	0	0	0	593	451	220	0
NAPEPLD	180.571429	0	313	164	124	323	194	146	0
ELAVL2	180.571429	0	0	0	0	530	453	281	0
MAPK1IP1L	180.428571	0	0	0	0	539	410	314	0
PPARG	180.285714	0	0	0	0	617	384	261	0
SULT1A1	180.142857	0	0	0	0	501	415	345	0
GNG4	180.142857	0	0	0	0	538	410	313	0
ST3GAL4	179.857143	0	0	0	0	510	387	362	0
LOC100129484	179.857143	0	0	0	0	485	410	364	0
CNOT3	179.857143	0	0	0	0	542	370	347	0
EEF2	179.714286	0	0	0	0	456	427	375	0
KNCN	179.428571	0	0	0	0	553	282	421	0
CNOT6	179.428571	0	0	0	0	621	408	227	0
MYO7B	179.142857	0	0	0	0	537	410	307	0
IWS1	179.142857	0	0	0	0	537	410	307	0
L1TD1	179.000000	0	0	0	0	484	394	375	0
PRKAA1	178.857143	0	0	0	0	428	392	432	0
LBH	178.857143	0	0	0	0	531	404	317	0
WDR36	178.714286	0	214	146	107	328	238	218	0
TRIM34	178.714286	0	0	0	0	607	392	252	0
SLC25A12	178.714286	0	0	0	0	522	335	394	0
MESP2	178.571429	0	0	0	0	459	360	431	0
BCKDK	178.571429	0	0	0	0	521	411	318	0
BAIAP3	178.571429	0	0	0	0	483	412	355	0
TNFSF8	178.428571	0	0	0	0	583	415	251	0
SPRED2	178.428571	0	0	0	0	611	351	287	0
EIF4G3	178.428571	0	0	0	0	519	396	334	0
CDH2	178.428571	0	0	0	0	534	372	343	0
HCAR1	178.285714	0	0	0	0	503	367	378	0
FAAH	178.285714	0	0	0	0	580	403	265	0
CENPA	178.142857	0	0	0	0	503	333	411	0
NLRP7	178.000000	0	0	0	0	389	443	414	0
CKAP5	178.000000	0	0	0	0	507	400	339	0
BNIP1	178.000000	0	0	0	0	688	344	214	0
ZNF483	177.857143	0	0	0	0	499	330	416	0
C4orf54	177.857143	0	0	0	0	476	428	341	0
NHSL1	177.714286	0	0	0	0	582	344	318	0
TSACC	177.571429	0	0	0	0	405	367	471	0
STEAP3	177.571429	0	0	161	0	524	280	278	0
RBBP9	177.571429	0	0	0	0	575	343	325	0
CCT3	177.571429	0	0	0	0	405	367	471	0
STRA6	177.142857	0	0	0	0	622	303	315	0
C19orf25	177.142857	0	0	0	0	544	389	307	0
OR2W3	177.000000	0	0	0	0	489	442	308	0
CDC37L1	176.857143	0	0	0	0	579	366	293	0
TMEM154	176.714286	0	0	0	0	459	390	388	0
NFE2L3	176.571429	0	0	0	0	482	466	288	0
MX1	176.571429	0	0	0	0	498	296	442	0
MTUS1	176.571429	0	0	0	0	537	422	277	0
LZTS1	176.428571	0	0	0	0	613	399	223	0
RPRD2	176.285714	0	0	0	0	602	283	349	0
MED13	176.142857	0	0	0	0	557	366	310	0
MAP3K19	176.142857	0	0	0	0	542	219	472	0
ZNF181	176.000000	0	0	0	0	533	473	226	0
SPARC	176.000000	0	0	0	0	534	398	300	0
PMEPA1	176.000000	0	0	202	0	373	356	301	0
GNPTAB	176.000000	0	0	0	0	592	389	251	0
TNRC18	175.714286	0	0	0	0	485	381	364	0
NOSTRIN	175.714286	0	0	0	0	588	369	273	0
INSYN2B	175.714286	0	0	0	0	535	457	238	0
ZNF552	175.428571	0	0	0	0	554	293	381	0
RAB6B	175.428571	0	0	0	0	608	376	244	0
EIF4E3	175.428571	0	0	0	0	706	407	115	0
DDX23	175.428571	0	0	0	0	434	312	482	0
C2	175.285714	0	0	0	0	536	368	323	0
ABCG8	175.285714	0	0	0	0	583	317	327	0
ABCG5	175.285714	0	0	0	0	583	317	327	0
RASSF2	175.142857	0	0	0	0	616	355	255	0
MYBL2	175.142857	0	0	0	0	514	363	349	0
SLC25A18	175.000000	0	0	0	0	444	417	364	0
LILRB3	175.000000	0	0	0	0	508	316	401	0
SLC35G4	174.857143	0	0	0	0	551	347	326	0
GSTA2	174.857143	0	0	0	0	471	404	349	0
TMEM41B	174.714286	0	0	0	0	463	401	359	0
HNRNPA3	174.714286	0	0	0	0	513	399	311	0
GNAL	174.714286	0	0	0	0	530	402	291	0
CHMP1B	174.714286	0	0	0	0	530	402	291	0
SLC12A9	174.428571	0	0	0	0	462	392	367	0
DERA	174.428571	0	0	0	0	391	360	470	0
ZNF608	174.142857	0	187	0	0	424	241	367	0
GAD2	174.142857	0	0	196	0	444	314	265	0
DEFB131B	174.142857	0	0	0	0	554	399	266	0
TMEM198	174.000000	0	0	0	0	567	328	323	0
HS3ST3B1	174.000000	0	0	0	0	587	346	285	0
CHPF	174.000000	0	0	0	0	567	328	323	0
GTF2I	173.857143	0	0	0	0	456	363	398	0
GSN	173.857143	0	0	0	0	487	320	410	0
PACSIN2	173.428571	0	160	0	0	464	322	268	0
MMP2	173.428571	0	0	0	0	527	368	319	0
FXYD3	173.428571	0	0	0	0	557	349	308	0
ADRB3	173.428571	0	0	0	0	549	383	282	0
TACSTD2	173.285714	0	0	0	0	458	386	369	0
NCBP3	173.142857	0	0	0	0	476	342	394	0
CHI3L2	173.142857	0	0	141	0	420	328	323	0
AKAP7	173.142857	0	0	0	0	528	353	331	0
USP31	173.000000	0	579	277	355	0	0	0	0
PRR18	172.857143	0	0	0	0	541	300	369	0
PRR14L	172.857143	0	0	0	0	529	268	413	0
NBPF15	172.857143	0	0	0	0	501	345	364	0
KLHDC8A	172.857143	0	0	0	0	601	335	274	0
DEPDC5	172.857143	0	0	0	0	529	268	413	0
GJA1	172.714286	0	0	0	0	507	444	258	0
C7orf50	172.714286	0	0	0	0	434	327	448	0
TBRG4	172.571429	0	0	0	0	448	339	421	0
SCGB1D1	172.571429	0	0	0	0	502	376	330	0
ATP8B3	172.571429	0	0	0	0	574	259	375	0
TMEM247	172.428571	0	0	0	0	493	392	322	0
RXFP3	172.428571	0	0	0	0	508	389	310	0
FRAT2	172.428571	0	0	0	0	474	395	338	0
DEFB107B	172.428571	0	0	0	0	484	367	356	0
DEFB107A	172.428571	0	0	0	0	484	367	356	0
CUBN	172.285714	0	0	0	0	581	360	265	0
CEP41	172.285714	0	0	0	0	483	379	344	0
ZNF343	172.142857	0	0	0	0	362	465	378	0
ROR2	172.142857	0	0	0	0	523	411	271	0
PSRC1	172.142857	0	0	0	0	481	387	337	0
UGT2B15	172.000000	0	0	0	0	501	356	347	0
BEND3	172.000000	0	0	0	0	447	398	359	0
NCOA7	171.571429	0	0	0	0	471	397	333	0
CHD1L	171.571429	0	0	0	0	487	404	310	0
TMPRSS6	171.428571	0	0	0	0	550	405	245	0
SAR1B	171.428571	0	0	0	0	451	454	295	0
PET117	171.428571	0	0	0	0	562	401	237	0
LRRC74A	171.428571	0	0	0	0	509	332	359	0
KAT14	171.428571	0	0	0	0	562	401	237	0
ZNF534	171.285714	0	0	0	0	586	289	324	0
OVOL2	171.285714	0	0	0	0	475	389	335	0
TMX2	171.142857	0	0	0	0	522	299	377	0
TMEM108	171.142857	0	0	0	0	494	408	296	0
MED19	171.142857	0	0	0	0	522	299	377	0
CARHSP1	171.142857	0	0	148	0	398	425	227	0
FZR1	170.857143	0	0	0	0	465	406	325	0
ZER1	170.714286	0	0	0	0	504	372	319	0
TBC1D13	170.714286	0	0	0	0	504	372	319	0
PLXNA2	170.714286	0	0	0	0	564	374	257	0
NPSR1	170.714286	0	0	0	0	576	261	358	0
NCOA5	170.714286	0	0	0	0	460	460	275	0
ZBED9	170.571429	0	0	226	0	406	373	189	0
TMEM229B	170.571429	0	0	0	0	590	292	312	0
PLEKHH1	170.571429	0	0	0	0	590	292	312	0
SKA3	170.428571	0	0	0	0	513	320	360	0
MRPL57	170.428571	0	0	0	0	513	320	360	0
ACSL5	170.428571	0	0	0	0	520	399	274	0
UBTD1	170.285714	0	0	0	0	467	357	368	0
RHD	170.285714	0	0	0	0	485	387	320	0
MMS19	170.285714	0	0	0	0	467	357	368	0
RPL11	170.142857	0	0	0	0	552	289	350	0
PLEKHB2	170.142857	0	0	0	0	491	303	397	0
ITCH	170.142857	0	0	0	0	496	418	277	0
C8orf86	170.142857	0	0	0	0	563	311	317	0
KRT82	170.000000	0	0	0	0	491	288	411	0
FNDC5	170.000000	0	0	0	0	556	407	227	0
CYB5R2	170.000000	0	0	0	0	516	359	315	0
ULK1	169.857143	0	0	0	0	587	326	276	0
EVA1B	169.857143	0	0	0	0	482	302	405	0
MARS2	169.714286	0	0	0	0	545	293	350	0
SUN1	169.571429	0	0	0	0	423	383	381	0
IQCF2	169.571429	0	0	0	0	465	392	330	0
INPP5B	169.571429	0	0	0	0	448	359	380	0
MRPS36	169.428571	0	0	0	0	557	366	263	0
NGEF	169.285714	0	0	0	0	500	397	288	0
PGM2	169.142857	0	0	0	0	452	383	349	0
OR1E3	169.142857	0	0	0	0	471	327	386	0
MED25	169.142857	0	281	219	372	139	173	0	0
JAML	169.142857	0	0	0	0	648	310	226	0
FUZ	169.142857	0	281	219	372	139	173	0	0
B3GNT4	169.142857	0	0	0	0	396	319	469	0
PUS7	168.857143	0	0	0	0	527	409	246	0
EDDM3B	168.857143	0	0	0	0	527	317	338	0
CACNA1S	168.857143	0	0	0	0	466	407	309	0
ASCL5	168.857143	0	0	0	0	466	407	309	0
NFKB2	168.714286	0	0	0	0	466	355	360	0
EML2	168.714286	0	0	0	0	405	407	369	0
SSX5	168.571429	0	0	0	0	542	297	341	0
CMIP	168.571429	0	0	0	0	465	369	346	0
TJP3	168.285714	0	0	0	0	513	337	328	0
RAB3GAP1	168.142857	0	0	0	0	423	391	363	0
NASP	168.142857	0	0	0	0	426	420	331	0
HEG1	168.142857	0	0	0	0	489	433	255	0
APOBEC3F	168.142857	0	0	0	0	460	398	319	0
SYBU	168.000000	0	0	0	0	496	293	387	0
SEMA4F	168.000000	0	0	0	0	532	275	369	0
M1AP	168.000000	0	0	0	0	532	275	369	0
INO80C	168.000000	0	0	0	0	366	419	391	0
TLR3	167.857143	0	0	0	0	492	375	308	0
KANK4	167.857143	0	0	0	0	405	400	370	0
FCGR1A	167.857143	0	0	0	0	538	347	290	0
USP32	167.714286	0	0	0	0	491	363	320	0
RNF135	167.714286	0	0	0	0	496	312	366	0
LGALS4	167.714286	0	0	0	0	471	379	324	0
KDM2B	167.571429	0	0	0	0	452	431	290	0
GABBR1	167.428571	0	0	0	0	503	471	198	0
CSF2RA	167.428571	0	0	0	0	506	321	345	0
LINGO1	167.285714	0	0	0	0	530	372	269	0
C5orf34	167.285714	0	0	0	0	444	289	438	0
NOP53	167.142857	0	391	413	366	0	0	0	0
ZNF428	167.000000	0	0	0	0	438	336	395	0
SRRM5	167.000000	0	0	0	0	438	336	395	0
C12orf45	167.000000	0	0	0	0	571	360	238	0
AZIN1	167.000000	0	0	0	0	457	330	382	0
TMEM132A	166.714286	0	0	0	0	523	339	305	0
MTHFD1L	166.714286	0	0	0	0	565	388	214	0
DIABLO	166.714286	0	0	0	0	621	351	195	0
CPA5	166.714286	0	0	0	0	515	381	271	0
SMIM31	166.571429	0	0	0	0	455	321	390	0
KIF26A	166.571429	0	0	0	0	534	438	194	0
YAP1	166.428571	0	0	0	0	687	246	232	0
TMEM50A	166.428571	0	0	0	0	399	394	372	0
SLC26A2	166.428571	0	0	0	0	545	352	268	0
RSRP1	166.428571	0	0	0	0	399	394	372	0
TMPRSS11E	166.285714	0	0	0	0	490	450	224	0
IL19	166.000000	0	0	0	0	634	345	183	0
IL10	166.000000	0	0	0	0	634	345	183	0
