Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
CCDC102A	98.300000	0	0	0	0	0	0	0	787	0	196	0
ADGRG5	98.300000	0	0	0	0	0	0	0	787	0	196	0
SRI	97.800000	0	0	0	0	0	0	0	978	0	0	0
PPFIA3	97.500000	0	0	0	0	0	0	0	748	227	0	0
LIN7B	97.500000	0	0	0	0	0	0	0	748	227	0	0
C19orf73	97.500000	0	0	0	0	0	0	0	748	227	0	0
POLR2J3	97.100000	0	0	0	0	0	0	0	715	256	0	0
ZBED6CL	97.000000	0	0	0	0	0	0	0	853	117	0	0
LRRC61	97.000000	0	0	0	0	0	0	0	853	117	0	0
ACTR3C	97.000000	0	0	0	0	0	0	0	853	117	0	0
ZNF564	96.900000	0	0	0	0	0	0	0	822	0	147	0
MTCH1	96.800000	0	0	0	0	0	0	0	968	0	0	0
ANKHD1-EIF4EBP3	96.300000	0	0	0	0	0	0	0	681	109	173	0
ANKHD1	96.300000	0	0	0	0	0	0	0	681	109	173	0
ART1	96.200000	277	0	0	0	0	0	0	0	461	224	0
ANKZF1	95.700000	0	0	0	0	0	0	0	786	0	171	0
PSPH	95.500000	0	0	0	0	0	0	0	742	0	213	0
MTMR12	95.500000	0	0	0	0	0	0	0	841	0	114	0
CCT6A	95.500000	0	0	0	0	0	0	0	742	0	213	0
MAMSTR	95.400000	0	0	113	0	0	76	0	641	0	124	0
SPRYD3	95.100000	0	0	0	0	0	0	0	768	101	82	0
PABPN1	95.100000	0	0	0	0	0	0	0	643	113	195	0
MEIS1	95.100000	0	0	0	114	0	0	0	604	0	233	0
GATAD2A	95.100000	0	0	0	0	0	0	0	690	0	261	0
DIAPH1	95.000000	0	0	0	0	0	0	0	950	0	0	0
DOT1L	94.900000	0	0	0	0	0	0	0	949	0	0	0
MRPS31	94.400000	0	0	0	0	0	0	0	746	198	0	0
DCUN1D4	94.400000	0	0	0	0	0	0	0	773	0	171	0
SETD5	94.100000	0	0	0	0	0	0	0	829	0	112	0
RUVBL2	94.100000	0	0	0	0	0	0	0	817	0	124	0
GYS1	94.100000	0	0	0	0	0	0	0	817	0	124	0
TNRC6B	93.900000	0	0	120	0	0	0	0	615	0	204	0
G3BP1	93.800000	0	0	0	0	0	0	0	667	84	187	0
ENSA	93.800000	0	0	0	0	0	0	0	618	152	168	0
TPBG	93.700000	0	0	0	0	0	0	0	824	113	0	0
SPTLC2	93.700000	0	0	126	0	0	0	0	580	0	231	0
MARCKSL1	93.500000	0	0	0	0	0	0	0	935	0	0	0
KLF6	93.500000	0	0	0	0	0	0	0	935	0	0	0
CWC25	93.500000	0	0	0	0	0	0	0	820	115	0	0
C17orf49	93.500000	0	0	0	0	0	0	0	935	0	0	0
RAB7A	93.400000	0	0	0	0	0	0	0	934	0	0	0
PRKCZ	93.400000	0	0	0	0	0	0	0	748	0	186	0
JPT2	93.400000	0	0	0	0	0	0	0	757	0	177	0
WASHC5	93.200000	0	0	0	0	0	0	0	932	0	0	0
NSMCE2	93.200000	0	0	0	0	0	0	0	932	0	0	0
KCNAB2	93.100000	0	0	0	0	0	0	0	671	142	118	0
DYNLL1	92.500000	0	0	0	0	0	0	0	673	0	252	0
C6orf62	92.500000	0	0	0	0	0	0	0	813	112	0	0
TMEM242	92.400000	192	0	0	0	0	0	0	599	133	0	0
WDR45	92.100000	0	0	0	0	0	0	0	921	0	0	0
TOM1L2	92.100000	0	0	0	0	0	0	0	644	0	277	0
DRC3	92.100000	0	0	0	0	0	0	0	644	0	277	0
CD164	91.800000	0	0	0	0	0	0	0	918	0	0	0
SMARCAL1	91.600000	0	0	0	0	0	0	0	732	184	0	0
SHC1	91.400000	0	0	0	0	0	0	0	670	115	129	0
MYL12B	91.400000	0	0	0	0	0	0	0	914	0	0	0
IFT52	91.400000	0	0	0	0	0	0	0	914	0	0	0
RLN1	91.200000	0	0	0	0	0	0	0	795	0	117	0
FLAD1	91.200000	0	0	0	0	0	0	0	670	113	129	0
CKS1B	91.200000	0	0	0	0	0	0	0	670	113	129	0
CDKN3	91.200000	0	0	0	0	0	0	102	448	90	272	0
CDIPT	91.100000	0	0	0	0	0	0	0	911	0	0	0
PLEKHG5	91.000000	0	0	0	0	0	0	0	910	0	0	0
P4HB	90.800000	0	0	0	0	0	0	0	723	0	185	0
ARHGDIA	90.800000	0	0	0	0	0	0	0	723	0	185	0
GOT1	90.700000	0	0	0	0	0	0	0	663	0	244	0
TMEM218	90.500000	0	0	0	0	0	0	0	905	0	0	0
PTCD3	90.400000	0	0	0	0	0	0	0	904	0	0	0
POLR1A	90.400000	0	0	0	0	0	0	0	904	0	0	0
SAP30L	90.200000	0	0	0	0	0	0	0	723	0	179	0
PACSIN2	90.200000	0	0	0	0	0	0	0	640	0	262	0
MRPL21	90.200000	0	0	0	0	0	0	0	766	136	0	0
IGHMBP2	90.200000	0	0	0	0	0	0	0	766	136	0	0
CDK5RAP2	90.200000	0	0	0	0	0	0	0	902	0	0	0
PRR12	90.100000	0	0	0	0	0	0	0	600	133	168	0
ABTB2	90.000000	0	0	0	0	0	0	0	802	0	98	0
ZNF484	89.800000	0	0	0	0	0	0	0	763	135	0	0
CNPY3	89.500000	0	0	0	0	0	0	0	721	174	0	0
PPWD1	89.400000	0	0	0	0	0	0	0	720	174	0	0
CENPK	89.400000	0	0	0	0	0	0	0	720	174	0	0
VAMP2	89.300000	0	0	0	0	0	0	0	707	0	186	0
PER1	89.300000	0	0	0	0	0	0	0	707	0	186	0
CFAP221	89.300000	0	0	0	0	0	0	0	893	0	0	0
CALU	89.300000	0	0	0	0	0	0	0	574	188	131	0
GNG3	89.200000	0	0	0	0	0	0	0	892	0	0	0
BSCL2	89.200000	0	0	0	0	0	0	0	892	0	0	0
RAB40B	88.800000	0	0	0	0	0	0	0	664	0	224	0
ACAP2	88.800000	0	0	0	0	0	0	0	771	0	117	0
SASH1	88.600000	0	0	0	0	0	0	0	703	0	183	0
LSR	88.600000	0	0	0	0	0	0	0	886	0	0	0
CHCHD6	88.600000	0	0	0	0	0	0	0	886	0	0	0
BCAS3	88.500000	0	0	0	0	0	0	0	667	137	81	0
SDF2L1	88.400000	0	0	0	0	0	0	0	530	0	354	0
LIPE	88.400000	0	0	0	0	0	0	0	884	0	0	0
ANKRD10	88.400000	0	0	0	0	0	0	0	884	0	0	0
TRPM4	88.300000	0	0	0	0	0	0	0	883	0	0	0
SPSB3	88.300000	0	0	0	0	0	0	0	747	0	136	0
MRPS34	88.300000	0	0	0	0	0	0	0	747	0	136	0
HRC	88.300000	0	0	0	0	0	0	0	883	0	0	0
EME2	88.300000	0	0	0	0	0	0	0	747	0	136	0
NOL8	88.200000	0	0	0	0	0	0	0	882	0	0	0
CENPP	88.200000	0	0	0	0	0	0	0	882	0	0	0
ATF7-NPFF	88.200000	0	0	0	0	0	0	0	552	330	0	0
ATF7	88.200000	0	0	0	0	0	0	0	552	330	0	0
SF3A3	88.000000	0	0	0	0	0	0	0	650	230	0	0
TOMM40	87.800000	0	0	0	0	0	0	0	671	0	207	0
PPP6R3	87.800000	0	0	0	0	0	0	0	658	0	220	0
TSPAN31	87.600000	0	0	0	0	0	0	0	538	177	161	0
CDK4	87.600000	0	0	0	0	0	0	0	538	177	161	0
AGAP2	87.600000	0	0	0	0	0	0	0	538	177	161	0
USP31	87.400000	0	0	0	0	0	0	0	874	0	0	0
SREK1IP1	87.200000	0	0	0	0	0	0	0	732	140	0	0
CWC27	87.200000	0	0	0	0	0	0	0	732	140	0	0
CEP164	87.200000	0	0	0	0	0	0	0	734	0	138	0
NDUFB1	87.100000	0	0	0	0	0	0	0	782	89	0	0
CPSF2	87.100000	0	0	0	0	0	0	0	782	89	0	0
LENG1	87.000000	0	0	0	0	0	0	0	791	0	79	0
YJU2	86.500000	0	0	0	0	0	0	0	763	0	102	0
MUC3A	86.500000	433	0	0	0	0	0	0	138	118	176	0
MBD1	86.000000	0	0	0	0	0	0	0	675	185	0	0
CXXC1	86.000000	0	0	0	0	0	0	0	675	185	0	0
EIF2D	85.700000	0	0	0	0	0	0	0	589	268	0	0
CENPA	85.700000	0	0	0	0	0	0	0	857	0	0	0
PKNOX1	85.600000	0	0	0	0	0	0	0	856	0	0	0
RAB40C	85.500000	0	0	0	0	0	0	0	658	0	197	0
NOC4L	85.500000	270	0	0	0	0	0	0	585	0	0	0
DDX51	85.500000	270	0	0	0	0	0	0	585	0	0	0
TMEM129	85.300000	0	0	0	0	0	0	0	724	129	0	0
TACC3	85.300000	0	0	0	0	0	0	0	724	129	0	0
SLBP	85.300000	0	0	0	0	0	0	0	724	129	0	0
PAK4	85.200000	0	0	0	0	0	0	0	704	0	148	0
ZFAND3	84.800000	0	0	0	0	0	0	0	848	0	0	0
TFPT	84.800000	0	0	0	0	0	0	0	665	183	0	0
SRM	84.800000	0	0	0	0	0	0	0	683	0	165	0
SMC3	84.800000	0	0	0	0	0	0	0	848	0	0	0
PRPF31	84.800000	0	0	0	0	0	0	0	665	183	0	0
USPL1	84.600000	0	0	0	0	0	0	0	542	304	0	0
HMGB1	84.600000	0	0	0	0	0	0	0	542	304	0	0
EIF3F	84.400000	0	0	0	0	0	0	0	737	107	0	0
PAIP2B	84.300000	0	0	0	0	0	0	0	686	0	157	0
TTLL7	84.000000	0	0	0	0	0	0	0	840	0	0	0
KANSL1	84.000000	0	0	0	0	0	0	0	633	207	0	0
SLC46A3	83.900000	0	0	0	0	0	0	0	839	0	0	0
MAPK9	83.900000	0	0	0	0	0	0	0	531	0	308	0
ZNF138	83.500000	0	0	0	0	0	0	0	625	94	116	0
SS18	83.500000	0	0	0	0	0	0	0	835	0	0	0
FAAP24	83.400000	0	0	0	0	0	0	0	834	0	0	0
CEP89	83.400000	0	0	0	0	0	0	0	834	0	0	0
MPHOSPH8	83.300000	0	0	0	0	0	0	0	739	94	0	0
AKR1E2	83.300000	0	0	0	0	0	0	0	478	0	355	0
ZNF77	83.200000	0	0	0	0	0	0	0	711	121	0	0
ZBTB3	83.000000	0	0	0	0	0	0	0	647	183	0	0
POLR2G	83.000000	0	0	0	0	0	0	0	647	183	0	0
METTL3	82.900000	0	0	0	0	0	0	0	732	97	0	0
FRYL	82.900000	0	0	0	0	0	0	0	576	0	253	0
LMTK2	82.700000	0	0	0	0	0	0	0	550	277	0	0
KLC2	82.500000	153	0	0	0	0	0	0	672	0	0	0
IER5L	82.500000	0	0	0	0	0	0	0	592	0	233	0
ANKRD17	82.500000	0	0	0	0	0	0	0	825	0	0	0
ZNF219	82.400000	0	0	0	0	0	0	0	824	0	0	0
TMEM253	82.400000	0	0	0	0	0	0	0	824	0	0	0
PLXNA3	82.400000	0	0	0	0	0	0	0	824	0	0	0
PPP3CA	82.300000	0	0	0	0	0	0	0	603	220	0	0
SPATA17	82.200000	0	0	0	0	0	0	0	822	0	0	0
PPP2R5A	82.200000	0	0	0	0	0	0	0	611	0	211	0
GPATCH2	82.200000	0	0	0	0	0	0	0	822	0	0	0
FARSA	82.200000	0	0	0	0	0	0	0	546	136	140	0
CALR	82.200000	0	0	0	0	0	0	0	546	136	140	0
C21orf91	82.200000	0	0	0	0	0	0	0	822	0	0	0
FLCN	82.100000	0	0	0	0	0	0	0	821	0	0	0
ZNF92	81.700000	0	0	0	0	0	0	0	717	0	100	0
BCL2L1	81.700000	0	0	0	0	0	0	0	624	0	193	0
ZNF48	81.600000	0	0	0	0	0	0	0	714	0	102	0
TBC1D10B	81.600000	0	0	0	0	0	0	0	714	0	102	0
OXR1	81.600000	0	0	0	0	0	0	0	816	0	0	0
MYLPF	81.600000	0	0	0	0	0	0	0	714	0	102	0
RMI1	81.400000	0	0	0	0	0	0	0	543	154	117	0
HNRNPK	81.400000	0	0	0	0	0	0	0	543	154	117	0
RAB5B	81.200000	0	0	0	0	0	0	0	513	196	103	0
PMEL	81.200000	0	0	0	0	0	0	0	513	196	103	0
CDK2	81.200000	0	0	0	0	0	0	0	513	196	103	0
MAOA	80.700000	0	0	0	0	0	0	0	807	0	0	0
UBALD1	80.600000	0	0	0	0	0	0	0	806	0	0	0
MGRN1	80.600000	0	0	0	0	0	0	0	806	0	0	0
DNM2	80.400000	0	0	0	0	0	0	0	732	0	72	0
PMEPA1	80.300000	0	0	0	0	0	0	0	653	0	150	0
USP5	80.200000	0	0	0	0	0	0	0	598	127	77	0
CDCA3	80.200000	0	0	0	0	0	0	0	598	127	77	0
ARID3C	80.000000	0	0	0	0	0	0	0	800	0	0	0
NOCT	79.900000	0	0	0	0	0	0	0	799	0	0	0
ASH1L	79.800000	0	0	0	0	0	0	0	635	163	0	0
FRG2C	79.700000	440	0	0	0	0	0	0	0	0	357	0
EIF4A1	79.700000	0	0	0	0	0	0	0	673	0	124	0
CD68	79.700000	0	0	0	0	0	0	0	673	0	124	0
TMEM260	79.600000	0	0	0	0	0	0	0	634	162	0	0
SPAG7	79.600000	0	0	0	0	0	0	0	714	0	82	0
MIA2	79.300000	0	0	0	0	0	0	0	793	0	0	0
ABHD2	79.200000	0	0	0	0	0	0	0	577	123	92	0
UQCRH	79.100000	0	0	0	0	0	0	0	791	0	0	0
MZT1	79.100000	0	0	0	0	0	0	0	698	93	0	0
LRRC41	79.100000	0	0	0	0	0	0	0	791	0	0	0
FAM126A	79.100000	0	0	0	0	0	0	0	534	124	133	0
BORA	79.100000	0	0	0	0	0	0	0	698	93	0	0
RNF6	79.000000	0	0	0	0	0	0	0	659	131	0	0
ATN1	78.900000	0	0	0	0	0	0	0	145	553	91	0
TPRN	78.800000	0	0	0	0	0	0	0	660	0	128	0
TMEM203	78.800000	0	0	0	0	0	0	0	660	0	128	0
SPAG8	78.800000	0	0	0	0	0	0	0	514	93	181	0
NDOR1	78.800000	0	0	0	0	0	0	0	660	0	128	0
HINT2	78.800000	0	0	0	0	0	0	0	514	93	181	0
HSP90B1	78.700000	0	0	0	0	0	0	0	671	0	116	0
RCN2	78.600000	0	0	0	0	0	0	0	622	0	164	0
EIF2AK3	78.300000	0	0	0	0	0	0	0	587	68	128	0
DRAP1	78.100000	0	0	0	0	0	0	0	781	0	0	0
C11orf68	78.100000	0	0	0	0	0	0	0	781	0	0	0
ZSCAN22	78.000000	0	0	0	0	0	0	0	471	309	0	0
H4-16	77.900000	0	0	0	0	0	0	0	523	123	133	0
H2AJ	77.900000	0	0	0	0	0	0	0	523	123	133	0
NDUFS7	77.700000	0	0	0	0	0	0	0	375	402	0	0
SRPK2	77.400000	0	0	0	0	0	0	0	774	0	0	0
RITA1	77.400000	0	0	0	0	0	0	0	774	0	0	0
DDX54	77.400000	0	0	0	0	0	0	0	774	0	0	0
GOLPH3L	77.300000	0	0	0	0	0	0	0	635	0	138	0
EAPP	77.200000	0	0	0	0	0	0	0	658	114	0	0
TRAPPC9	77.100000	0	0	0	0	0	0	0	668	103	0	0
RAVER1	77.100000	0	0	0	0	0	0	0	771	0	0	0
ICAM3	77.100000	0	0	0	0	0	0	0	771	0	0	0
SLX4IP	76.900000	0	0	0	0	0	0	0	769	0	0	0
MKKS	76.900000	0	0	0	0	0	0	0	769	0	0	0
MED23	76.900000	0	0	0	0	0	0	0	636	133	0	0
ENPP3	76.900000	0	0	0	0	0	0	0	636	133	0	0
TADA3	76.800000	0	0	0	0	0	0	0	768	0	0	0
ARPC4-TTLL3	76.800000	0	0	0	0	0	0	0	768	0	0	0
ARPC4	76.800000	0	0	0	0	0	0	0	768	0	0	0
PXMP4	76.500000	0	0	0	0	0	0	0	765	0	0	0
UTP18	76.000000	0	0	0	0	0	0	0	760	0	0	0
TDRKH	76.000000	0	0	0	0	0	0	0	519	0	241	0
MBTD1	76.000000	0	0	0	0	0	0	0	760	0	0	0
NDUFS3	75.900000	0	0	0	0	0	0	0	503	256	0	0
MAP1LC3B	75.900000	0	0	0	0	0	0	0	759	0	0	0
KBTBD4	75.900000	0	0	0	0	0	0	0	503	256	0	0
FBXO31	75.900000	0	0	0	0	0	0	0	759	0	0	0
FAM180B	75.900000	0	0	0	0	0	0	0	503	256	0	0
AFF1	75.900000	0	0	0	0	0	0	0	759	0	0	0
PTCD2	75.700000	0	0	0	0	0	0	0	757	0	0	0
MRPS27	75.700000	0	0	0	0	0	0	0	757	0	0	0
TBL3	75.500000	0	0	0	0	0	0	0	755	0	0	0
RPS2	75.500000	0	0	0	0	0	0	0	755	0	0	0
RNF151	75.500000	0	0	0	0	0	0	0	755	0	0	0
NOXO1	75.500000	0	0	0	0	0	0	0	755	0	0	0
H4C9	75.200000	0	0	0	0	0	0	0	584	168	0	0
H2BC12	75.200000	0	0	0	0	0	0	0	584	168	0	0
H2AC12	75.200000	0	0	0	0	0	0	0	584	168	0	0
HIBADH	74.800000	0	0	0	0	0	0	0	637	111	0	0
SYNE4	74.700000	0	0	0	0	0	0	0	584	0	163	0
SSBP1	74.700000	0	0	0	0	0	0	0	518	229	0	0
POLR3B	74.700000	0	0	0	0	0	0	0	412	335	0	0
LOC101927572	74.700000	0	0	0	0	0	0	0	584	0	163	0
ATP5F1E	74.700000	0	0	0	0	0	0	0	528	128	91	0
ALKBH6	74.700000	0	0	0	0	0	0	0	584	0	163	0
CYTH2	74.600000	0	0	0	0	0	0	0	525	0	221	0
ADAMTS9	74.600000	281	0	0	0	0	0	0	281	0	184	0
FAM110A	74.500000	0	0	0	0	0	0	0	745	0	0	0
SUPT4H1	74.400000	0	0	0	0	0	0	0	744	0	0	0
RAB11B	74.300000	0	0	0	0	0	0	0	537	0	206	0
KAT6B	74.200000	0	0	0	0	0	0	0	628	0	114	0
ISG20	74.200000	0	0	0	0	0	0	0	583	159	0	0
TP53I3	74.100000	0	0	0	0	0	0	0	454	287	0	0
SF3B6	74.100000	0	0	0	0	0	0	0	454	287	0	0
FAM228B	74.100000	0	0	0	0	0	0	0	454	287	0	0
ZFYVE21	74.000000	0	0	0	0	0	0	0	586	0	154	0
XRCC3	74.000000	0	0	0	0	0	0	0	586	0	154	0
PTPN6	73.900000	0	0	0	0	0	0	0	186	553	0	0
C12orf57	73.900000	0	0	0	0	0	0	0	186	553	0	0
MIA3	73.800000	0	0	0	0	0	0	0	738	0	0	0
LAPTM4A	73.500000	0	0	0	0	0	0	0	640	0	95	0
DAB2IP	73.400000	0	0	0	0	0	0	0	734	0	0	0
IGSF9B	73.300000	0	0	0	0	0	0	0	570	0	163	0
STRIP1	73.200000	0	0	0	0	0	0	0	732	0	0	0
HACD2	73.000000	0	0	0	0	0	0	0	518	212	0	0
ZDHHC5	72.900000	0	0	0	0	0	0	0	729	0	0	0
MTMR14	72.900000	0	0	0	0	0	0	0	729	0	0	0
CLP1	72.900000	0	0	0	0	0	0	0	729	0	0	0
KLK6	72.800000	0	0	0	0	0	0	0	728	0	0	0
ZNF273	72.300000	0	0	0	0	0	0	0	622	0	101	0
CCNB2	72.300000	0	0	0	0	0	0	0	535	188	0	0
AP3M2	72.300000	0	0	0	0	0	0	0	509	77	137	0
LRRC45	72.200000	0	0	0	0	0	0	0	517	0	205	0
CENPX	72.200000	0	0	0	0	0	0	0	517	0	205	0
TINAGL1	72.100000	0	0	0	0	0	0	0	721	0	0	0
HSPA5	72.100000	0	0	0	0	0	0	0	484	115	122	0
PAX8	72.000000	0	0	0	0	0	0	0	720	0	0	0
SRXN1	71.700000	0	0	0	0	0	0	0	717	0	0	0
NOP53	71.500000	0	0	0	0	0	0	0	502	213	0	0
RHCE	71.300000	0	0	0	0	0	0	0	584	0	129	0
PTPRH	71.300000	0	0	0	0	0	0	0	713	0	0	0
MACO1	71.300000	0	0	0	0	0	0	0	584	0	129	0
TCERG1	71.100000	0	0	0	0	0	0	0	634	77	0	0
GTF2H2C_2	71.100000	0	0	0	0	0	0	0	624	87	0	0
GTF2H2C	71.100000	0	0	0	0	0	0	0	624	87	0	0
SORT1	71.000000	0	0	0	0	0	0	0	496	0	214	0
PEX3	70.700000	0	0	0	0	0	0	0	519	188	0	0
ADAT2	70.700000	0	0	0	0	0	0	0	519	188	0	0
TIMM50	70.600000	0	0	0	0	0	0	0	563	143	0	0
SFXN5	70.600000	0	0	0	0	0	0	0	581	125	0	0
NECTIN3	70.500000	0	0	0	0	0	0	0	705	0	0	0
TSR3	70.400000	0	0	0	0	0	0	0	704	0	0	0
TMEM94	70.400000	0	0	0	0	0	0	0	704	0	0	0
PI4K2A	70.400000	0	0	0	0	0	0	0	630	0	74	0
MORN4	70.400000	0	0	0	0	0	0	0	630	0	74	0
GNPTG	70.400000	0	0	0	0	0	0	0	704	0	0	0
USP3	70.300000	0	0	0	0	0	0	0	606	97	0	0
CBX8	70.300000	0	0	0	0	0	0	0	534	0	169	0
VPS26B	70.000000	0	0	0	0	0	0	0	592	0	108	0
NCAPD3	70.000000	0	0	0	0	0	0	0	592	0	108	0
GET4	70.000000	0	0	0	0	0	0	0	251	182	267	0
TDRD7	69.900000	0	0	0	0	0	0	0	699	0	0	0
BCL9L	69.900000	0	0	0	0	0	0	0	699	0	0	0
AGFG2	69.900000	0	0	0	0	0	0	0	415	92	192	0
ZNF212	69.800000	0	0	0	0	0	0	0	507	191	0	0
SCAND1	69.800000	0	0	0	0	0	0	0	521	177	0	0
NADSYN1	69.800000	0	0	0	0	0	0	0	443	112	143	0
MRM3	69.800000	0	0	0	0	0	0	0	507	191	0	0
GLOD4	69.800000	0	0	0	0	0	0	0	507	191	0	0
DHCR7	69.800000	0	0	0	0	0	0	0	443	112	143	0
IL32	69.700000	224	0	0	0	0	0	0	167	0	306	0
VDR	69.600000	0	0	0	0	0	0	0	696	0	0	0
TEDC1	69.600000	0	0	0	0	0	0	0	369	118	209	0
STK35	69.600000	0	0	0	0	0	0	0	696	0	0	0
CRIP1	69.600000	0	0	0	0	0	0	0	369	118	209	0
MAT2A	69.500000	0	0	0	0	0	0	0	695	0	0	0
FCHSD2	69.400000	0	0	0	0	0	0	0	694	0	0	0
KPNB1	69.300000	0	0	0	0	0	0	0	537	0	156	0
FAM20B	69.300000	0	0	0	0	0	0	0	693	0	0	0
TPST1	69.200000	0	0	0	0	0	0	0	541	151	0	0
GTF2H2	69.200000	0	0	0	0	0	0	0	613	79	0	0
GGCT	69.200000	0	0	0	0	0	0	0	550	142	0	0
PGAP2	69.100000	0	0	0	0	0	0	0	521	170	0	0
NUP98	69.100000	0	0	0	0	0	0	0	521	170	0	0
RUVBL1	69.000000	0	0	0	0	0	0	0	554	136	0	0
RGMB	69.000000	0	0	0	0	0	0	0	547	0	143	0
ZNF695	68.900000	0	0	0	0	0	0	0	494	0	195	0
TRIP10	68.800000	0	0	0	0	0	0	0	583	0	105	0
GPR108	68.800000	0	0	0	0	0	0	0	583	0	105	0
MSH2	68.700000	0	0	0	0	0	0	0	567	0	120	0
SPNS1	68.600000	0	0	0	0	0	0	0	535	151	0	0
RAD23A	68.600000	0	0	0	0	0	0	0	546	0	140	0
LAT	68.600000	0	0	0	0	0	0	0	535	151	0	0
ERV3-1-ZNF117	68.600000	0	0	0	0	0	0	0	570	0	116	0
ERV3-1	68.600000	0	0	0	0	0	0	0	570	0	116	0
RECQL	68.500000	0	0	0	0	0	0	0	685	0	0	0
GOLT1B	68.500000	0	0	0	0	0	0	0	685	0	0	0
WDR70	68.400000	0	0	0	0	0	0	0	494	190	0	0
TPCN1	68.400000	0	0	0	0	0	0	0	468	124	92	0
NUP155	68.400000	0	0	0	0	0	0	0	494	190	0	0
FRMD6	68.200000	0	0	0	0	0	0	0	682	0	0	0
TMEM60	68.000000	0	0	0	0	0	0	0	432	83	165	0
PHTF2	68.000000	0	0	0	0	0	0	0	432	83	165	0
MTF2	68.000000	0	0	0	0	0	0	0	536	144	0	0
HEXA	68.000000	0	0	0	0	0	0	0	468	212	0	0
UGP2	67.900000	0	0	0	0	0	0	0	608	0	71	0
BUB1B	67.800000	0	0	0	0	0	0	0	571	107	0	0
C20orf204	67.600000	0	0	0	0	0	0	0	337	0	339	0
RAB1B	67.200000	0	0	0	0	0	0	0	672	0	0	0
KDM4B	67.100000	0	0	0	0	0	0	0	546	0	125	0
MAN2C1	67.000000	0	0	0	0	0	0	0	205	465	0	0
LAMP1	66.900000	0	0	0	0	0	0	0	669	0	0	0
IMMP1L	66.900000	0	0	0	0	0	0	0	592	0	77	0
GATA2	66.900000	0	0	0	0	0	0	0	486	0	183	0
ELP4	66.900000	0	0	0	0	0	0	0	592	0	77	0
RAB28	66.800000	0	0	0	0	0	0	0	668	0	0	0
PLEKHM3	66.800000	0	0	0	0	0	0	0	471	197	0	0
KLF5	66.800000	0	0	0	0	0	0	0	668	0	0	0
DROSHA	66.800000	0	0	0	0	0	0	0	517	0	151	0
CCDC200	66.800000	0	0	0	0	0	0	0	668	0	0	0
C5orf22	66.800000	0	0	0	0	0	0	0	517	0	151	0
MRPS15	66.700000	0	0	0	0	0	0	0	520	147	0	0
C1orf174	66.700000	0	0	0	0	0	0	0	526	141	0	0
AP3S2	66.700000	0	0	0	0	0	0	0	409	258	0	0
UBN1	66.600000	0	0	0	0	0	0	0	547	0	119	0
HNRNPAB	66.600000	0	0	0	0	0	0	0	666	0	0	0
GLYR1	66.600000	0	0	0	0	0	0	0	547	0	119	0
STX18	66.500000	0	0	0	0	0	0	0	489	176	0	0
PRKCSH	66.500000	0	0	0	0	0	0	0	665	0	0	0
CCDC151	66.500000	0	0	0	0	0	0	0	665	0	0	0
TACC1	66.400000	0	0	0	0	0	0	0	556	108	0	0
RWDD1	66.400000	0	0	0	0	0	0	0	556	108	0	0
CCDC174	66.400000	0	0	0	0	0	0	0	551	113	0	0
ZSWIM3	66.300000	0	0	0	0	0	0	0	663	0	0	0
ACOT8	66.300000	0	0	0	0	0	0	0	663	0	0	0
ZNF789	66.100000	0	0	0	0	0	0	0	461	200	0	0
NAGPA	66.100000	0	0	0	0	0	0	0	661	0	0	0
DCAF7	66.100000	0	0	0	0	0	0	0	560	101	0	0
ATP5MF-PTCD1	66.100000	0	0	0	0	0	0	0	461	200	0	0
ATP5MF	66.100000	0	0	0	0	0	0	0	461	200	0	0
TATDN3	66.000000	0	0	0	0	0	0	0	467	193	0	0
NSL1	66.000000	0	0	0	0	0	0	0	467	193	0	0
ZNF654	65.800000	0	0	0	0	0	0	0	420	0	238	0
CGGBP1	65.800000	0	0	0	0	0	0	0	420	0	238	0
WASF2	65.700000	0	0	0	0	0	0	0	568	0	89	0
ACTL6A	65.600000	0	0	0	0	0	0	0	541	115	0	0
TOB1	65.500000	0	83	0	0	0	0	0	317	99	156	0
PDE6D	65.400000	0	0	0	0	0	0	0	548	106	0	0
LZTS2	65.400000	0	0	0	0	0	0	0	654	0	0	0
GLRX5	65.400000	0	0	0	0	0	0	0	522	0	132	0
COPS7B	65.400000	0	0	0	0	0	0	0	548	106	0	0
CCDC77	65.200000	0	0	0	0	0	0	0	479	173	0	0
FBXO33	65.100000	0	0	0	0	0	0	0	651	0	0	0
MRPL34	65.000000	0	0	0	0	0	0	0	507	0	143	0
DDA1	65.000000	0	0	0	0	0	0	0	507	0	143	0
COA1	65.000000	0	0	0	0	0	0	0	481	169	0	0
ABHD8	65.000000	0	0	0	0	0	0	0	507	0	143	0
ZNF680	64.900000	0	0	0	0	0	0	0	463	0	186	0
PTBP1	64.800000	0	0	0	0	0	0	0	453	0	195	0
DPP8	64.800000	0	0	0	0	0	0	0	302	346	0	0
ADPGK	64.800000	0	0	0	0	0	0	0	489	159	0	0
RAB3A	64.700000	0	0	0	0	0	0	0	520	0	127	0
MYBL2	64.700000	0	0	0	0	0	0	0	647	0	0	0
